id,chapter,chapter_title,level,priority,automation,statement,evidence,sources,status,version_introduced
UXR-0324,17,"Formulaires, saisie et choix",MUST,P1,SEMI,Les formats acceptés doivent être expliqués avant la saisie lorsque l'utilisateur ne peut pas les déduire.,Un hint relié au champ décrit exemple ou contrainte.,"S01,S02,S10,S20",active,1.0.0
UXR-0325,17,"Formulaires, saisie et choix",MUST,P1,AUTO,Les champs obligatoires et optionnels doivent être indiqués de manière cohérente.,Le formulaire n'oblige pas à deviner la règle globale.,"S01,S02,S10,S20",active,1.0.0
UXR-0326,17,"Formulaires, saisie et choix",MUST,P1,MANUAL,Un formulaire ne doit demander que les informations nécessaires au résultat ou à une obligation explicite.,Chaque champ possède une justification produit ou légale.,"S01,S02,S10,S20",active,1.0.0
UXR-0327,17,"Formulaires, saisie et choix",MUST,P1,MANUAL,Les informations déjà connues ne doivent pas être redemandées sans raison de sécurité ou de confirmation.,"Le système préremplit, réutilise ou explique la demande.","S01,S02,S10,S20",active,1.0.0
UXR-0328,17,"Formulaires, saisie et choix",MUST,P1,AUTO,Les groupes de radios et checkboxes doivent posséder une légende claire.,La structure fieldset/legend ou équivalente est présente.,"S01,S02,S10,S20",active,1.0.0
UXR-0329,17,"Formulaires, saisie et choix",MUST,P1,MANUAL,Les radios doivent être utilisées pour un choix unique visible et les checkboxes pour des choix indépendants.,Le contrôle correspond au modèle mental et au nombre d'options.,"S01,S02,S10,S20",active,1.0.0
UXR-0330,17,"Formulaires, saisie et choix",MUST,P1,MANUAL,"Un select natif ou combobox doit être choisi selon le volume, la recherche et la complexité réels des options.",Le choix du composant est documenté dans la spécification.,"S01,S02,S10,S20",active,1.0.0
UXR-0331,17,"Formulaires, saisie et choix",MUST NOT,P1,MANUAL,Un menu déroulant ne doit pas être utilisé pour masquer quelques options qui gagneraient à être visibles.,Les choix fréquents ou critiques sont présentés directement.,"S01,S02,S10,S20",active,1.0.0
UXR-0332,17,"Formulaires, saisie et choix",MUST,P1,AUTO,Les valeurs saisies doivent être conservées après une erreur de validation ou une panne récupérable.,Le test provoque l'erreur et confirme la persistance.,"S01,S02,S10,S20",active,1.0.0
UXR-0333,17,"Formulaires, saisie et choix",MUST,P1,SEMI,Les formulaires longs doivent être divisés selon des étapes logiques et permettre la reprise.,"La progression, la sauvegarde et le retour sont définis.","S01,S02,S10,S20",active,1.0.0
UXR-0334,17,"Formulaires, saisie et choix",MUST,P1,MANUAL,Une étape doit demander un ensemble cohérent de décisions sans mélanger plusieurs objectifs indépendants.,Le titre et le contenu de l'étape correspondent à une intention.,"S01,S02,S10,S20",active,1.0.0
UXR-0335,17,"Formulaires, saisie et choix",MUST,P1,AUTO,Les actions de soumission doivent être placées après les champs dans l'ordre de lecture.,Le clavier atteint les actions après la saisie pertinente.,"S01,S02,S10,S20",active,1.0.0
UXR-0336,17,"Formulaires, saisie et choix",MUST,P1,MANUAL,Le bouton de soumission doit décrire le résultat attendu plutôt qu'utiliser un libellé générique lorsque l'enjeu est important.,"Le texte annonce « Enregistrer », « Publier » ou l'effet réel.","S01,S02,S10,S20",active,1.0.0
UXR-0337,17,"Formulaires, saisie et choix",MUST,P0,AUTO,Une double soumission doit être empêchée sans masquer l'état de traitement.,"Idempotence, état loading et résultat terminal sont testés.","S01,S02,S10,S20",active,1.0.0
UXR-0338,17,"Formulaires, saisie et choix",MUST,P1,MANUAL,"Les champs sensibles doivent expliquer usage, visibilité et conservation lorsque cela influence la confiance.",Le contenu contextuel est présent au moment de la saisie.,"S01,S02,S10,S20",active,1.0.0
UXR-0339,17,"Formulaires, saisie et choix",MUST,P1,SEMI,"Les formulaires doivent être testés avec clavier, lecteur d'écran, autofill, erreurs et contenu long.",La matrice de tests couvre les cinq modes.,"S01,S02,S10,S20",active,1.0.0
UXR-0340,17,"Formulaires, saisie et choix",MUST,P1,AUTO,"Toute nouvelle primitive de formulaire doit être documentée avec labels, hints, erreurs, disabled, readonly et états asynchrones.",Les stories exposent toutes les variantes.,"S01,S02,S10,S20",active,1.0.0
UXR-0341,18,"Validation, prévention des erreurs et récupération",MUST,P0,AUTO,La validation métier autoritaire doit rester côté backend même lorsqu'une validation client améliore le feedback.,Le serveur rejette les entrées invalides et renvoie un code stable.,"S01,S06,S10,S26",active,1.0.0
UXR-0342,18,"Validation, prévention des erreurs et récupération",MUST,P1,MANUAL,La validation client doit intervenir au moment où elle aide sans interrompre prématurément la saisie.,Les champs ne deviennent pas rouges avant que l'utilisateur ait pu les compléter.,"S01,S06,S10,S26",active,1.0.0
UXR-0343,18,"Validation, prévention des erreurs et récupération",MUST,P1,MANUAL,Chaque message d'erreur doit expliquer ce qui ne va pas et comment corriger.,"Le texte est spécifique, actionnable et sans jargon technique.","S01,S06,S10,S26",active,1.0.0
UXR-0344,18,"Validation, prévention des erreurs et récupération",MUST NOT,P1,AUTO,"Un message ne doit pas se limiter à « invalide », « erreur » ou un code interne.",La revue de contenu bloque les messages génériques.,"S01,S06,S10,S26",active,1.0.0
UXR-0345,18,"Validation, prévention des erreurs et récupération",MUST,P1,AUTO,Les erreurs doivent apparaître près du champ concerné et dans un résumé pour les formulaires multi-champs.,Le résumé lie vers chaque contrôle invalide.,"S01,S06,S10,S26",active,1.0.0
UXR-0346,18,"Validation, prévention des erreurs et récupération",MUST,P1,AUTO,"Après soumission invalide, le focus doit être dirigé vers le résumé d'erreurs ou le premier problème selon le pattern choisi.",Le test clavier confirme l'ordre de récupération.,"S01,S06,S10,S26",active,1.0.0
UXR-0347,18,"Validation, prévention des erreurs et récupération",MUST,P1,AUTO,Les messages du résumé et des champs doivent être cohérents.,Le même problème utilise le même libellé dans les deux emplacements.,"S01,S06,S10,S26",active,1.0.0
UXR-0348,18,"Validation, prévention des erreurs et récupération",MUST,P1,AUTO,La valeur fautive doit être conservée lorsque sa réutilisation est sûre.,L'utilisateur peut modifier sans ressaisir tout le formulaire.,"S01,S06,S10,S26",active,1.0.0
UXR-0349,18,"Validation, prévention des erreurs et récupération",MUST,P0,AUTO,"Les erreurs serveur ne doivent pas exposer stack trace, SQL, secret ou détail sensible.",Le mapper transforme vers un problème utilisateur et conserve la corrélation.,"S01,S06,S10,S26",active,1.0.0
UXR-0350,18,"Validation, prévention des erreurs et récupération",MUST,P1,AUTO,"Une erreur doit distinguer validation, conflit, permission, indisponibilité, réseau et erreur inattendue.",Le composant choisit récupération et message selon la catégorie.,"S01,S06,S10,S26",active,1.0.0
UXR-0351,18,"Validation, prévention des erreurs et récupération",MUST,P1,AUTO,"Un conflit de version doit présenter les choix de relecture, comparaison ou abandon sans écraser silencieusement.",Le workflow 409 est testé avec données concurrentes.,"S01,S06,S10,S26",active,1.0.0
UXR-0352,18,"Validation, prévention des erreurs et récupération",MUST,P1,MANUAL,Les actions irréversibles doivent être prévenues par conception avant de compter sur un message d'erreur.,"Preview, contraintes et confirmation réduisent le risque en amont.","S01,S06,S10,S26",active,1.0.0
UXR-0353,18,"Validation, prévention des erreurs et récupération",MUST,P1,MANUAL,"Une erreur récupérable doit proposer une action réaliste comme réessayer, modifier ou revenir.",Le CTA ne répète pas une opération vouée à échouer sans changement.,"S01,S06,S10,S26",active,1.0.0
UXR-0354,18,"Validation, prévention des erreurs et récupération",MUST NOT,P0,AUTO,Une commande ne doit pas être répétée automatiquement si elle peut produire un effet en double.,Les mutations utilisent idempotence et retry explicite contrôlé.,"S01,S06,S10,S26",active,1.0.0
UXR-0355,18,"Validation, prévention des erreurs et récupération",MUST,P1,AUTO,Les erreurs partielles doivent préserver les sections encore fiables.,La page indique la source indisponible sans masquer le reste.,"S01,S06,S10,S26",active,1.0.0
UXR-0356,18,"Validation, prévention des erreurs et récupération",MUST,P1,SEMI,La fermeture d'un message ne doit pas supprimer l'accès au diagnostic ou à l'audit nécessaire.,Un historique ou identifiant de corrélation reste disponible.,"S01,S06,S10,S26",active,1.0.0
UXR-0357,18,"Validation, prévention des erreurs et récupération",SHOULD,P2,SEMI,Les erreurs fréquentes doivent alimenter une amélioration de parcours plutôt qu'une accumulation de messages.,Les analytics et tickets identifient les causes récurrentes.,"S01,S06,S10,S26",active,1.0.0
UXR-0358,18,"Validation, prévention des erreurs et récupération",MUST,P1,AUTO,Les validations dépendantes d'un format local doivent respecter la locale et accepter les variations raisonnables.,"Les tests couvrent formats de date, téléphone, nombres et noms pertinents.","S01,S06,S10,S26",active,1.0.0
UXR-0359,18,"Validation, prévention des erreurs et récupération",MUST,P1,SEMI,Les erreurs doivent être testées avec technologie d'assistance et sans couleur.,"Le message, le focus et l'association au contrôle sont vérifiés.","S01,S06,S10,S26",active,1.0.0
UXR-0360,18,"Validation, prévention des erreurs et récupération",MUST,P0,SEMI,Une tâche ne peut être déclarée terminée sans scénarios d'erreur et de récupération pour ses parcours critiques.,Les tests d'acceptation incluent au moins une panne et une erreur utilisateur.,"S01,S06,S10,S26",active,1.0.0
UXR-0361,19,"Boutons, liens, actions, sélection et affordances",MUST,P0,AUTO,Un bouton visible doit déclencher une action réelle ou être désactivé avec une raison accessible.,Le composant exige onAction ou un état disabled explicatif.,"S01,S02,S07,S09",active,1.0.0
UXR-0362,19,"Boutons, liens, actions, sélection et affordances",MUST,P0,AUTO,Un lien doit posséder une destination valide et un bouton ne doit pas simuler une navigation par défaut.,"Le linter contrôle href, handlers et sémantique.","S01,S02,S07,S09",active,1.0.0
UXR-0363,19,"Boutons, liens, actions, sélection et affordances",MUST,P1,MANUAL,Le libellé d'une action doit commencer par un verbe clair décrivant son résultat.,"Les CTA évitent « OK », « Oui » ou « Continuer » lorsque l'effet est ambigu.","S01,S02,S07,S09",active,1.0.0
UXR-0364,19,"Boutons, liens, actions, sélection et affordances",MUST,P1,MANUAL,Une page ne doit avoir qu'une action primaire visuellement dominante par contexte de décision.,Les actions concurrentes utilisent une hiérarchie secondaire ou tertiaire.,"S01,S02,S07,S09",active,1.0.0
UXR-0365,19,"Boutons, liens, actions, sélection et affordances",MUST,P1,MANUAL,Les actions dangereuses doivent être visuellement séparées des actions fréquentes et réversibles.,Le layout évite l'activation accidentelle et le style danger reste réservé.,"S01,S02,S07,S09",active,1.0.0
UXR-0366,19,"Boutons, liens, actions, sélection et affordances",MUST,P1,MANUAL,Une action indisponible doit être masquée ou désactivée selon que l'utilisateur doit connaître son existence.,La raison produit et la capability déterminent le choix.,"S01,S02,S07,S09",active,1.0.0
UXR-0367,19,"Boutons, liens, actions, sélection et affordances",MUST,P1,SEMI,Un état disabled doit expliquer comment ou pourquoi l'action devient disponible lorsque pertinent.,"Tooltip accessible, hint ou message contextuel fournit la cause.","S01,S02,S07,S09",active,1.0.0
UXR-0368,19,"Boutons, liens, actions, sélection et affordances",MUST,P1,AUTO,Les contrôles icon-only doivent avoir une zone interactive suffisante et un nom accessible.,Le test mesure hitbox et accessible name.,"S01,S02,S07,S09",active,1.0.0
UXR-0369,19,"Boutons, liens, actions, sélection et affordances",MUST,P1,MANUAL,La sélection d'un objet ne doit pas être confondue avec l'ouverture de son détail.,"Checkbox, row click et actions ont des zones et comportements distincts.","S01,S02,S07,S09",active,1.0.0
UXR-0370,19,"Boutons, liens, actions, sélection et affordances",MUST,P1,AUTO,Les actions de masse doivent apparaître seulement après sélection et indiquer le nombre d'objets concernés.,Le bandeau d'actions reflète la sélection réelle.,"S01,S02,S07,S09",active,1.0.0
UXR-0371,19,"Boutons, liens, actions, sélection et affordances",MUST,P1,AUTO,Une sélection persistante entre pages doit être explicitement annoncée et réinitialisable.,Le compteur et l'action « effacer » restent visibles.,"S01,S02,S07,S09",active,1.0.0
UXR-0372,19,"Boutons, liens, actions, sélection et affordances",MUST NOT,P1,MANUAL,Un hover ne doit pas être nécessaire pour découvrir l'unique action disponible.,"L'action reste visible, focusable ou accessible par menu clairement signalé.","S01,S02,S07,S09",active,1.0.0
UXR-0373,19,"Boutons, liens, actions, sélection et affordances",MUST,P1,AUTO,"Les états pressed, selected et active doivent être distincts sémantiquement et visuellement.",Les composants utilisent les attributs et tokens appropriés.,"S01,S02,S07,S09",active,1.0.0
UXR-0374,19,"Boutons, liens, actions, sélection et affordances",MUST,P1,MANUAL,Un toggle doit changer un état immédiat tandis qu'un bouton doit déclencher une opération.,Le contrôle choisi reflète la temporalité et la persistance.,"S01,S02,S07,S09",active,1.0.0
UXR-0375,19,"Boutons, liens, actions, sélection et affordances",MUST,P1,AUTO,"Les actions asynchrones doivent afficher progression, empêcher les doubles déclenchements et fournir un résultat terminal.","Le test couvre loading, succès, échec et reprise.","S01,S02,S07,S09",active,1.0.0
UXR-0376,19,"Boutons, liens, actions, sélection et affordances",MUST,P1,MANUAL,Une action réversible doit proposer undo lorsque cela réduit fortement le coût d'erreur.,"Le délai, la portée et le résultat de l'annulation sont clairs.","S01,S02,S07,S09",active,1.0.0
UXR-0377,19,"Boutons, liens, actions, sélection et affordances",MUST,P1,AUTO,Les actions contextuelles doivent rester rattachées à l'objet concerné même dans une liste dense.,Le menu ou bouton porte l'identité de ligne dans son nom accessible.,"S01,S02,S07,S09",active,1.0.0
